2012-04-21,BKOFAMERICA ATM 12-04 #000009003 WITHDRWL SOUTH BEND INDIANA ID,10
2012-04-16,Mama Carolla's Old Italian 650559,24.17
2012-04-17,Yats 774177,14.77
2012-04-19,Bluebeard 711005,33.6
2012-04-20,The Loft at Trader's Point Creamery 656387,11.9
2012-04-22,Uber BV help.uber.com,9.59
2012-04-24,TARGET PURCHASE 1549284,21.48
2012-04-23,Uber BV help.uber.com,20.05
2012-04-24,Twenty Tap 596427,17.35
2012-04-25,Recess 723203,30.98
2012-04-25,Uber BV help.uber.com,14.02
2012-04-27,Bazbeaux 627591,28.84
2012-04-28,Mug N' Bun 432480,17.6
2012-04-30,Siam Square 992598,23.76
2012-05-01,Uber BV help.uber.com,10.51
2012-05-02,Union 50 448397,19.74
2012-05-02,Uber BV help.uber.com,17.51
2012-05-03,Delicia 233161,9.18
2012-05-05,Mesh on Mass 844439,15.2
2012-05-05,Uber BV help.uber.com,13.3
2012-05-06,Uber BV help.uber.com,18.71
2012-05-06,ADY*Netflix,8.99
2012-05-09,FirstService Res DES:RESIDENT ID: 45118551 INDN:Sara Caplan CO ID:XXXXX39005 WEB,1275
2012-05-09,FirstService Res Late Fee DES:RESIDENT ID: 45118551 INDN:Sara Caplan CO ID:XXXXX39005 WEB,25
2012-05-03,Uber BV help.uber.com,18.51
2012-05-03,TARGET,32.91
2012-05-05,WALMART,24.58
2012-05-13,BKOFAMERICA ATM 12-05 #000009003 WITHDRWL SOUTH BEND INDIANA ID,50
2012-05-07,Taste Cafe & Marketplace 798858,31.46
2012-05-09,Mesh on Mass 206127,30.63
2012-05-09,AMAZON,20.54
2012-05-10,Scotty's Brewhouse 520673,26.43
2012-05-13,Mama Carolla's Old Italian 883260,30.52
2012-05-15,Uber BV help.uber.com,22.76
2012-05-18,The Loft at Trader's Point Creamery 366270,9.61
2012-05-24,TARGET PURCHASE 1902002,28.28
2012-05-21,Goose the Market 811918,16.29
2012-05-22,WALMART,11.29
2012-05-23,Uber BV help.uber.com,5.23
2012-05-26,Goose the Market 317528,32.9
2012-06-01,BKOFAMERICA ATM 12-05 #000009003 WITHDRWL SOUTH BEND INDIANA ID,30
2012-06-01,3 Sisters 53119,21.64
2012-06-02,Uber BV help.uber.com,21.73
2012-06-06,ADY*Netflix,8.99
2012-06-03,FirstService Res DES:RESIDENT ID: 45118551 INDN:Sara Caplan CO ID:XXXXX39005 WEB,1275
2012-05-31,TARGET PURCHASE 245085,13.32
2012-06-03,St. Elmo Steak House 135173,19.23
2012-06-03,Uber BV help.uber.com,5.83
2012-06-04,Uber BV help.uber.com,10.95
2012-06-05,Delicia 344410,21.38
2012-06-05,Uber BV help.uber.com,21.85
2012-06-05,NORDSTROM ONLINE,20.84
2012-06-10,TARGET,9.25
2012-06-13,PAYPAL DES:INST XFER ID:66616 INDN:Sara Caplan CO ID:PAYPAL WEB,37.39
2012-06-17,TARGET PURCHASE 609958,33.74
2012-06-12,Uber BV help.uber.com,8.26
2012-06-13,Mug N' Bun 433335,31.99
2012-06-16,Shoefly Public House 861798,21.3
2012-06-17,Sahm's Place 915480,32.05
2012-06-19,CHEVRON,38.06
2012-06-24,Scotty's Brewhouse 963507,18.01
2012-06-28,EXXON GAS,30.4
2012-06-27,Mesh on Mass 370729,19.83
2012-06-30,Recess 533960,30.97
2012-06-30,Uber BV help.uber.com,13.52
2012-07-06,ADY*Netflix,8.99
2012-07-03,FirstService Res DES:RESIDENT ID: 45118551 INDN:Sara Caplan CO ID:XXXXX39005 WEB,1275
2012-06-25,Mama Carolla's Old Italian 437780,19.89
2012-06-27,Mug N' Bun 521455,28.48
2012-06-28,Recess 315304,13.83
2012-06-30,Pizzology 345051,13.81
2012-07-01,Uber BV help.uber.com,12.71
2012-07-02,TARGET,24.45
2012-07-03,NORDSTROM ONLINE,8.84
2012-07-04,Taste Cafe & Marketplace 947906,28.07
2012-07-09,Bluebeard 158968,17.72
2012-07-10,Scotty's Brewhouse 667092,13.26
2012-07-10,Uber BV help.uber.com,10.46
2012-07-14,Delicia 414632,28.51
2012-07-15,Uber BV help.uber.com,19.08
2012-07-21,BKOFAMERICA ATM 12-07 #000009003 WITHDRWL SOUTH BEND INDIANA ID,10
2012-07-19,Iaria's Italian Restaurant 380723,15.31
2012-07-21,Uber BV help.uber.com,7.41
2012-07-22,Uber BV help.uber.com,16.33
2012-07-23,Uber BV help.uber.com,12.34
2012-07-24,Twenty Tap 563473,18.91
2012-07-28,Bluebeard 141038,17.1
2012-07-29,Uber BV help.uber.com,14.27
2012-08-05,TARGET PURCHASE 1752248,31.81
2012-07-31,Siam Square 958464,30.63
2012-08-03,AMAZON,23.69
2012-08-06,ADY*Netflix,8.99
2012-08-04,FirstService Res DES:RESIDENT ID: 45118551 INDN:Sara Caplan CO ID:XXXXX39005 WEB,1275
2012-08-04,SHELL,36.7
2012-07-31,Uber BV help.uber.com,10.47
2012-08-01,Bazbeaux 171334,30.73
2012-08-02,3 Sisters 539811,20.42
2012-08-04,Uber BV help.uber.com,11.79
2012-08-05,Recess 174059,33.86
2012-08-05,TARGET,8.2
2012-08-12,PAYPAL DES:INST XFER ID:68778 INDN:Sara Caplan CO ID:PAYPAL WEB,74.96
2012-08-07,The Tamale Place 996389,10.59
2012-08-12,Uber BV help.uber.com,5.25
2012-08-13,EXXON GAS,38.15
2012-08-14,Delicia 144980,31.48
2012-08-14,Uber BV help.uber.com,8.75
2012-08-15,Brugge Brasserie 169850,30.22
2012-08-18,TARGET,35.13
2012-08-19,TARGET,37.97
2012-08-25,MOBILE GAS,34.95
2012-08-24,Uber BV help.uber.com,20.08
2012-08-25,Uber BV help.uber.com,20.77
2012-08-27,TARGET PURCHASE 2437429,14.81
2012-08-27,BKOFAMERICA ATM 12-08 #000009003 WITHDRWL SOUTH BEND INDIANA ID,30
2012-08-28,Shoefly Public House 596877,31.93
2012-08-29,Brugge Brasserie 194028,24.28
2012-08-31,NORDSTROM ONLINE,20.9
2012-09-01,Uber BV help.uber.com,13.94
2012-09-02,Iaria's Italian Restaurant 174699,18.98
2012-09-06,ADY*Netflix,8.99
2012-09-06,FirstService Res DES:RESIDENT ID: 45118551 INDN:Sara Caplan CO ID:XXXXX39005 WEB,1275
2012-08-27,BKOFAMERICA ATM 12-08 #000009003 WITHDRWL SOUTH BEND INDIANA ID,40
2012-08-29,Siam Square 297345,7.12
2012-08-31,The Loft at Trader's Point Creamery 260467,21.01
2012-09-01,The Loft at Trader's Point Creamery 486478,23.59
2012-09-05,MOBILE GAS,38.87
2012-09-03,Sahm's Place 16596,29.96
2012-09-03,AMAZON,23.28
2012-09-06,Union 50 969422,9.87
2012-09-08,Uber BV help.uber.com,8.16
2012-09-09,Uber BV help.uber.com,17.69
2012-09-10,NORDSTROM ONLINE,38.59
2012-09-13,Pizzology 780604,24.03
2012-09-13,Uber BV help.uber.com,11.2
2012-09-21,SHELL,39.84
2012-09-19,Mug N' Bun 537582,24.84
2012-09-20,AMAZON,36.75
2012-09-21,Mug N' Bun 343040,22.49
2012-09-22,Iaria's Italian Restaurant 910759,29.39
2012-09-30,PAYPAL DES:INST XFER ID:24634 INDN:Sara Caplan CO ID:PAYPAL WEB,16.51
2012-09-28,BKOFAMERICA ATM 12-09 #000009003 WITHDRWL SOUTH BEND INDIANA ID,50
2012-09-28,Siam Square 561323,19.3
2012-09-29,Iaria's Italian Restaurant 13284,16.63
2012-09-29,Uber BV help.uber.com,8.84
2012-09-29,AMAZON,14.55
2012-10-06,ADY*Netflix,8.99
2012-10-03,FirstService Res DES:RESIDENT ID: 45118551 INDN:Sara Caplan CO ID:XXXXX39005 WEB,1275
2012-10-04,PAYPAL DES:INST XFER ID:69141 INDN:Sara Caplan CO ID:PAYPAL WEB,46.93
2012-10-07,TARGET PURCHASE 394871,28.84
2012-10-06,Scotty's Brewhouse 958397,13.66
2012-10-09,TARGET PURCHASE 1679537,25.0
2012-10-11,MOBILE GAS,35.05
2012-10-08,Uber BV help.uber.com,21.04
2012-10-09,Uber BV help.uber.com,19.1
2012-10-10,WALMART,21.76
2012-10-11,WALMART,27.06
2012-10-16,TARGET PURCHASE 2128623,16.57
2012-10-19,MOBILE GAS,33.94
2012-10-18,Shoefly Public House 159245,8.48
2012-10-20,Mesh on Mass 843288,7.76
2012-10-24,BKOFAMERICA ATM 12-10 #000009003 WITHDRWL SOUTH BEND INDIANA ID,50
2012-10-23,Twenty Tap 529303,8.75
2012-10-26,Cafe Patachou 120646,13.94
2012-10-27,Recess 797598,9.21
2012-10-27,NORDSTROM ONLINE,30.84
2012-11-01,TARGET PURCHASE 1196770,29.41
2012-11-02,BKOFAMERICA ATM 12-10 #000009003 WITHDRWL SOUTH BEND INDIANA ID,50
2012-10-29,Delicia 43323,18.66
2012-11-02,Shapiro's Delicatessen 924591,27.06
2012-11-03,Delicia 760753,30.51
2012-11-03,Uber BV help.uber.com,15.54
2012-11-04,Siam Square 442355,29.65
2012-11-04,Uber BV help.uber.com,19.2
2012-11-06,ADY*Netflix,8.99
2012-11-08,FirstService Res DES:RESIDENT ID: 45118551 INDN:Sara Caplan CO ID:XXXXX39005 WEB,1275
2012-11-02,MOBILE GAS,40.74
2012-11-02,3 Sisters 507682,8.92
2012-11-09,BKOFAMERICA ATM 12-11 #000009003 WITHDRWL SOUTH BEND INDIANA ID,50
2012-11-09,Uber BV help.uber.com,12.1
2012-11-11,Mug N' Bun 614703,7.18
2012-11-11,Uber BV help.uber.com,18.06
2012-11-11,AMAZON,22.39
2012-11-12,Union 50 455356,16.19
2012-11-15,Uber BV help.uber.com,17.86
2012-11-16,Mug N' Bun 990784,9.78
2012-11-23,PAYPAL DES:INST XFER ID:28245 INDN:Sara Caplan CO ID:PAYPAL WEB,79.53
2012-11-21,TARGET PURCHASE 1231927,29.94
2012-11-20,Shapiro's Delicatessen 110655,9.21
2012-11-20,Uber BV help.uber.com,10.3
2012-11-24,AMAZON,10.05
2012-11-27,PAYPAL DES:INST XFER ID:96641 INDN:Sara Caplan CO ID:PAYPAL WEB,79.81
2012-11-27,Mama Carolla's Old Italian 768017,18.14
2012-11-27,NORDSTROM ONLINE,30.63
2012-12-02,Delicia 965883,17.97
2012-12-02,Uber BV help.uber.com,8.83
2012-12-06,ADY*Netflix,8.99
2012-12-08,FirstService Res DES:RESIDENT ID: 45118551 INDN:Sara Caplan CO ID:XXXXX39005 WEB,1275
2012-12-02,TARGET PURCHASE 482853,12.97
2012-11-29,WALMART,21.65
2012-11-30,Shapiro's Delicatessen 117488,29.12
2012-12-04,MOBILE GAS,32.29
2012-12-03,Yats 557970,21.36
2012-12-04,Union 50 819312,13.08
2012-12-08,Twenty Tap 773774,16.62
2012-12-09,Uber BV help.uber.com,9.94
2012-12-16,CHEVRON,31.01
2012-12-13,Shoefly Public House 745503,8.76
2012-12-16,Uber BV help.uber.com,19.16
2012-12-20,PAYPAL DES:INST XFER ID:75122 INDN:Sara Caplan CO ID:PAYPAL WEB,61.86
2012-12-18,BKOFAMERICA ATM 12-12 #000009003 WITHDRWL SOUTH BEND INDIANA ID,50
2012-12-20,CHEVRON,30.66
2012-12-17,TARGET,6.49
2012-12-19,TARGET,5.26
2012-12-21,NORDSTROM ONLINE,24.87
2012-12-22,Uber BV help.uber.com,17.18
2012-12-29,BKOFAMERICA ATM 12-12 #000009003 WITHDRWL SOUTH BEND INDIANA ID,10
2012-12-27,EXXON GAS,33.25
2012-12-24,Taste Cafe & Marketplace 997840,14.29
2012-12-25,Mesh on Mass 145548,25.9
2012-12-25,Uber BV help.uber.com,19.42
2012-12-26,Siam Square 231952,9.0
2012-12-28,Uber BV help.uber.com,5.81
2013-01-06,SHELL,38.66
2012-12-31,Uber BV help.uber.com,11.22
2013-01-02,Union 50 29899,26.52
2013-01-03,Taste Cafe & Marketplace 177871,12.92
2013-01-03,AMAZON,12.75
2013-01-05,Bazbeaux 56267,26.89
2013-01-06,ADY*Netflix,8.99
2013-01-03,FirstService Res DES:RESIDENT ID: 45118551 INDN:Sara Caplan CO ID:XXXXX39005 WEB,1275
2013-01-05,PAYPAL DES:INST XFER ID:97000 INDN:Sara Caplan CO ID:PAYPAL WEB,55.43
2013-01-02,SHELL,33.61
2013-01-06,Scotty's Brewhouse 177510,11.26
2013-01-13,BKOFAMERICA ATM 13-01 #000009003 WITHDRWL SOUTH BEND INDIANA ID,50
2013-01-07,SHELL,34.59
2013-01-07,Mug N' Bun 145809,15.58
2013-01-08,Uber BV help.uber.com,15.52
2013-01-09,Mug N' Bun 862635,32.52
2013-01-13,Scotty's Brewhouse 836289,23.48
2013-01-17,AMAZON,13.08
2013-01-18,Pizzology 455119,20.34
2013-01-19,AMAZON,33.11
2013-01-22,TARGET PURCHASE 1235494,33.41
2013-01-21,EXXON GAS,30.69
2013-01-21,Shoefly Public House 895571,15.84
2013-01-21,Uber BV help.uber.com,20.66
2013-01-22,NORDSTROM ONLINE,22.3
2013-01-24,Uber BV help.uber.com,7.99
2013-01-27,NORDSTROM ONLINE,20.12
2013-01-29,Taste Cafe & Marketplace 60564,8.01
2013-01-31,Shapiro's Delicatessen 588838,9.78
2013-02-06,ADY*Netflix,8.99
2013-02-04,FirstService Res DES:RESIDENT ID: 45118551 INDN:Sara Caplan CO ID:XXXXX39005 WEB,1275
2013-02-03,TARGET PURCHASE 1601713,14.0
2013-01-29,Mama Carolla's Old Italian 646952,16.75
2013-01-30,Pizzology 298878,14.25
2013-01-31,Yats 339847,15.85
2013-02-05,TARGET PURCHASE 1444728,30.91
2013-02-05,SHELL,36.65
2013-02-08,Delicia 535502,22.66
2013-02-13,WALMART,20.9
2013-02-23,TARGET PURCHASE 152951,16.66
2013-02-19,BKOFAMERICA ATM 13-02 #000009003 WITHDRWL SOUTH BEND INDIANA ID,20
2013-02-19,Union 50 297468,14.54
2013-02-20,Delicia 22706,7.18
2013-02-22,Goose the Market 496424,7.1
2013-02-26,Mesh on Mass 728168,7.21
2013-02-27,Mesh on Mass 970633,19.28
2013-02-27,Uber BV help.uber.com,22.56
2013-03-03,Scotty's Brewhouse 983846,25.08
2013-03-06,ADY*Netflix,8.99
2013-03-02,FirstService Res DES:RESIDENT ID: 45118551 INDN:Sara Caplan CO ID:XXXXX39005 WEB,1275
2013-02-26,BKOFAMERICA ATM 13-02 #000009003 WITHDRWL SOUTH BEND INDIANA ID,20
2013-02-25,Delicia 543329,14.06
2013-03-01,TARGET,22.75
2013-03-04,Scotty's Brewhouse 595537,13.58
2013-03-04,TARGET,19.23
2013-03-05,Cafe Patachou 709807,9.47
2013-03-05,Uber BV help.uber.com,10.3
2013-03-05,NORDSTROM ONLINE,23.46
2013-03-06,St. Elmo Steak House 864762,29.74
2013-03-07,Uber BV help.uber.com,22.97
2013-03-07,AMAZON,38.69
2013-03-08,Goose the Market 185143,14.35
2013-03-11,TARGET PURCHASE 982034,15.54
2013-03-12,Siam Square 58060,13.51
2013-03-12,Uber BV help.uber.com,8.52
2013-03-12,WALMART,34.66
2013-03-13,Shoefly Public House 795404,13.35
2013-03-17,3 Sisters 732659,33.76
2013-03-18,Shoefly Public House 379054,28.09
2013-03-18,TARGET,29.79
2013-03-21,St. Elmo Steak House 80218,10.42
2013-03-26,CHEVRON,38.66
2013-03-27,Recess 872627,17.98
2013-03-28,AMAZON,41.4
2013-03-29,Sahm's Place 212130,13.22
2013-03-29,Uber BV help.uber.com,7.02
2013-04-06,ADY*Netflix,8.99
2013-04-07,FirstService Res DES:RESIDENT ID: 45118551 INDN:Sara Caplan CO ID:XXXXX39005 WEB,1275
2013-04-04,The Loft at Trader's Point Creamery 10109,7.94
2013-04-05,Sahm's Place 500101,12.04
2013-04-06,St. Elmo Steak House 516483,20.93
2013-04-08,Mama Carolla's Old Italian 533820,28.56
2013-04-09,Union 50 594705,24.68
2013-04-09,Uber BV help.uber.com,9.04
2013-04-09,AMAZON,23.68
2013-04-10,Shoefly Public House 744321,12.5
2013-04-12,TARGET,23.0
2013-04-13,Goose the Market 484581,26.68
2013-04-15,Pizzology 497652,17.98
2013-04-18,Brugge Brasserie 396688,13.91
2013-04-19,Shapiro's Delicatessen 191619,29.84
2013-04-20,Cafe Patachou 72914,15.01
2013-04-23,PAYPAL DES:INST XFER ID:51587 INDN:Sara Caplan CO ID:PAYPAL WEB,18.45
2013-04-22,EXXON GAS,34.6
2013-04-22,Uber BV help.uber.com,7.44
2013-04-24,Delicia 789328,32.72
2013-04-27,Scotty's Brewhouse 666709,28.86
2013-04-27,Uber BV help.uber.com,4.36
2013-05-02,St. Elmo Steak House 237850,12.52
2013-05-04,Uber BV help.uber.com,9.26
2013-05-05,Bazbeaux 358200,28.36
2013-05-06,ADY*Netflix,8.99
2013-05-08,FirstService Res DES:RESIDENT ID: 45118551 INDN:Sara Caplan CO ID:XXXXX39005 WEB,1275
2013-04-30,MOBILE GAS,34.01
2013-04-30,Union 50 746214,9.13
2013-04-30,Uber BV help.uber.com,20.32
2013-05-01,Uber BV help.uber.com,17.03
2013-05-02,Sahm's Place 737580,21.17
2013-05-02,AMAZON,24.62
2013-05-03,Goose the Market 642145,19.2
2013-05-03,Uber BV help.uber.com,14.94
2013-05-06,TARGET PURCHASE 2099272,13.37
2013-05-09,BKOFAMERICA ATM 13-05 #000009003 WITHDRWL SOUTH BEND INDIANA ID,50
2013-05-06,Taste Cafe & Marketplace 400354,9.55
2013-05-08,Union 50 916909,33.13
2013-05-09,TARGET,10.53
2013-05-10,Shapiro's Delicatessen 956016,19.35
2013-05-17,CHEVRON,38.69
2013-05-16,TARGET,41.35
2013-05-17,Uber BV help.uber.com,15.46
2013-05-19,The Tamale Place 284858,14.71
2013-05-21,Bazbeaux 112786,18.24
2013-05-23,Twenty Tap 200882,17.36
2013-05-23,Uber BV help.uber.com,19.28
2013-05-24,Uber BV help.uber.com,17.35
2013-05-25,Siam Square 109301,17.67
2013-05-26,Scotty's Brewhouse 228117,13.13
2013-05-26,Uber BV help.uber.com,5.83
2013-05-29,BKOFAMERICA ATM 13-05 #000009003 WITHDRWL SOUTH BEND INDIANA ID,50
2013-05-27,AMAZON,20.78
2013-05-29,AMAZON,17.26
2013-05-30,Recess 225242,11.1
2013-05-31,Taste Cafe & Marketplace 447640,32.15
2013-06-01,Siam Square 490974,27.2
2013-06-01,TARGET,9.21
2013-06-02,Iaria's Italian Restaurant 508612,17.03
2013-06-06,ADY*Netflix,8.99
2013-06-08,FirstService Res DES:RESIDENT ID: 45118551 INDN:Sara Caplan CO ID:XXXXX39005 WEB,1275
2013-05-28,TARGET PURCHASE 566946,24.07
2013-06-02,BKOFAMERICA ATM 13-05 #000009003 WITHDRWL SOUTH BEND INDIANA ID,30
2013-06-01,SHELL,39.12
2013-05-27,Uber BV help.uber.com,14.69
2013-05-30,Iaria's Italian Restaurant 450886,19.63
2013-06-01,Yats 449207,27.67
2013-06-03,BKOFAMERICA ATM 13-06 #000009003 WITHDRWL SOUTH BEND INDIANA ID,10
2013-06-03,Goose the Market 987756,20.39
2013-06-11,EXXON GAS,42.06
2013-06-12,Siam Square 735982,22.66
2013-06-14,Twenty Tap 53772,29.34
2013-06-14,AMAZON,24.16
2013-06-15,Siam Square 434236,11.83
2013-06-20,Twenty Tap 327623,31.34
2013-06-20,Uber BV help.uber.com,14.97
2013-06-22,Uber BV help.uber.com,5.99
2013-06-23,Mama Carolla's Old Italian 762260,18.74
2013-06-24,MOBILE GAS,41.34
2013-06-28,3 Sisters 527490,16.01
2013-07-06,ADY*Netflix,8.99
2013-07-04,FirstService Res DES:RESIDENT ID: 45118551 INDN:Sara Caplan CO ID:XXXXX39005 WEB,1275
2013-07-04,TARGET PURCHASE 653316,22.89
2013-07-07,SHELL,32.11
2013-07-02,Shoefly Public House 392825,14.97
2013-07-07,Shapiro's Delicatessen 93657,33.94
2013-07-09,The Loft at Trader's Point Creamery 891027,8.85
2013-07-12,Uber BV help.uber.com,12.69
2013-07-13,Siam Square 767313,15.6
2013-07-13,WALMART,22.0
2013-07-15,Uber BV help.uber.com,9.81
2013-07-16,TARGET,15.52
2013-07-17,The Tamale Place 583205,8.88
2013-07-19,Union 50 879552,8.61
2013-07-21,Union 50 154185,21.65
2013-07-21,WALMART,33.63
2013-07-27,TARGET PURCHASE 2744681,28.18
2013-07-24,Shapiro's Delicatessen 574498,29.14
2013-07-27,Pizzology 925658,13.47
2013-07-28,Bazbeaux 561229,8.43
2013-07-28,NORDSTROM ONLINE,17.88
2013-07-29,Mama Carolla's Old Italian 624096,33.17
2013-08-01,Bazbeaux 185027,22.2
2013-08-02,Goose the Market 116306,17.27
2013-08-04,Goose the Market 118760,22.62
2013-08-06,ADY*Netflix,8.99
2013-08-02,FirstService Res DES:RESIDENT ID: 45118551 INDN:Sara Caplan CO ID:XXXXX39005 WEB,1275
2013-07-29,TARGET PURCHASE 2490647,33.85
2013-08-04,BKOFAMERICA ATM 13-07 #000009003 WITHDRWL SOUTH BEND INDIANA ID,20
2013-07-31,Goose the Market 487207,9.54
2013-07-31,Uber BV help.uber.com,19.18
2013-08-01,Uber BV help.uber.com,8.97
2013-08-02,Uber BV help.uber.com,21.53
2013-08-03,AMAZON,31.61
2013-08-06,TARGET PURCHASE 280014,25.12
2013-08-05,BKOFAMERICA ATM 13-08 #000009003 WITHDRWL SOUTH BEND INDIANA ID,50
2013-08-09,Union 50 365026,18.1
2013-08-10,Cafe Patachou 520188,21.24
2013-08-11,Uber BV help.uber.com,18.18
2013-08-18,TARGET PURCHASE 1402107,21.04
2013-08-16,BKOFAMERICA ATM 13-08 #000009003 WITHDRWL SOUTH BEND INDIANA ID,50
2013-08-13,Taste Cafe & Marketplace 37579,25.95
2013-08-15,Iaria's Italian Restaurant 65239,19.27
2013-08-23,BKOFAMERICA ATM 13-08 #000009003 WITHDRWL SOUTH BEND INDIANA ID,40
2013-08-21,Mug N' Bun 751302,16.22
2013-08-22,NORDSTROM ONLINE,30.82
2013-08-29,Twenty Tap 867658,7.26
2013-09-01,Union 50 529219,9.75
2013-09-06,ADY*Netflix,8.99
2013-09-07,FirstService Res DES:RESIDENT ID: 45118551 INDN:Sara Caplan CO ID:XXXXX39005 WEB,1275
2013-08-31,TARGET PURCHASE 2384537,23.21
2013-08-27,Pizzology 839549,9.12
2013-08-28,AMAZON,9.4
2013-09-06,PAYPAL DES:INST XFER ID:34165 INDN:Sara Caplan CO ID:PAYPAL WEB,31.36
2013-09-05,Uber BV help.uber.com,6.67
2013-09-06,Taste Cafe & Marketplace 398845,21.11
2013-09-07,AMAZON,17.32
2013-09-09,EXXON GAS,38.77
2013-09-11,Uber BV help.uber.com,13.34
